10 Back-end Developers (Golang/Python),"['Top 3 Reasons To Join Us Chuyên gia đầu ngành\nCơ hội phát triển nhanh\nMôi trường năng động sáng tạo', 'Job Description ✔ Tham gia phân tích, thiết kế kiến trúc, phát triển các thành phần thuộc Giải pháp Giám sát an toàn thông tin (Security Information & Event Management)\n✔ Phát triển, tối ưu khả năng phát hiện tấn công bằng các công nghệ mới\n✔ Chuẩn hoá khả năng phát hiện tấn công theo MITRE ATT&CK\n✔ Thực hiện tối ưu hiệu năng cho các hệ thống đáp ứng khả năng xử lý hàng trăm nghìn sự kiện đồng thời\n✔ Nghiên cứu, áp dụng các công nghệ mới vào phát triển sản phẩm (micro-service, native-cloud, CI/CD, event-driven)', 'Your Skills and Experience ✔ Tư duy tốt, nắm bắt công nghệ nhanh.\n✔ Có ít nhất 3 năm kinh nghiệm lập trình sử dụng ngôn ngữ Python/Golang\n✔ Có kiến thức Design pattern và thiết kế hệ thống\n✔ Có kinh nghiệm tối ưu hệ thống hoặc tham gia phát triển dự án lớn, số lượng người dùng đáng kể\n✔ Biết sử dụng công nghệ NoSQL, Redis, Kafka, các công cụ DevOps\nƯu tiên:\n✔ Có kinh nghiệm làm việc, triển khai các hệ thống thu thập và phân tích log tập trung (ELK, Graylog)', ""Why You'll Love Working Here Lý do nên gia nhập VCS: \nDẫn đầu thị trường\n✔ Cơ hội được làm việc tại Công ty tiên phong mở đường trong lĩnh vực ATTT tại Việt Nam.\nCơ hội thử thách và phát triển\n✔ Áp dụng kiến thức, kĩ năng, kinh nghiệm chuyên môn giải quyết các bài toán hấp dẫn, thử thách tại Viettel Cyber Security.\n✔ Cơ hội thử sức ở lĩnh vực chuyên sâu, sản phẩm cạnh tranh toàn cầu góp phần thay đổi xã hội .\n✔ Viettel Cyber Security cam kết cho bạn nền tảng vững chắc để học hỏi và phát triển.\n✔ Sẵn sàng trao quyền, cơ hội đột phá cho những người trẻ tuổi.\n✔ Cơ hội tham gia các hội thảo ATTT trong nước và thế giới (Singapore, Mỹ, Tây Ban Nha,…)\n✔ Cơ hội làm việc với các chuyên gia hàng đầu, kinh nghiệm lâu năm trong ngành ATTT (top 100 hacker Facebook, Microsoft)\n✔ Cơ hội được đào tạo, trao dồi kĩ năng định kì và nhu cầu thực tế.\nMôi trường năng động sáng tạo\n✔ Môi trường làm việc cởi mở và năng động, khuyến khích trao đổi ý tưởng ở mọi cấp, cho phép bạn làm việc, sáng tạo theo cách riêng.\n✔ Được khơi gợi cảm hứng làm việc với văn phòng xanh, không gian mở, hiện đại tiêu chuẩn quốc tế.\nChế ngộ đãi ngộ hấp dẫn, cạnh tranh\n✔ Lương thưởng cạnh tranh trên thị trường, phản ánh đúng năng lực thực tế.\n✔ Được thư giãn, khơi nguồn sáng tạo với Happy Time mỗi ngày .\n✔ Cơ hội tham gia gắn kết với tập thể, tổ chức với các hoạt động team building thú vị.""]","Keangnam Landmark Tower 72, Pham Hung, Nam Tu Liem, Hanoi, Nam Tu Liem, Ha Noi See map",Viettel Group,SHOW US YOUR WAY,"Product
1000+
Monday - Friday
Vietnam",Sign in to view,1 day ago
"Cloud Engineers (Python, Linux)","['Top 3 Reasons To Join Us Attractive and competitive salary\nWork-from-home with full benefits during Covid-19\nEffective online training for newcomers', 'Job Description Exciting, new opportunities exist in our development team responsible for a large-scale system from a world-leading company. We are looking for Cloud Engineers to work on the project Life Cycle Management, which includes deployment, installation, integration, backup and restoration.\nBy joining our team, you will have a chance to collaborate with senior engineers from Australia, Sweden and other countries to:\nBuild tools, and develop features that manage and deploy the applications in Cloud infrastructures (OpenStack, VMware)\nPerform pre-studies, make prototypes and provide work instructions based on different kinds of Cloud infrastructures\nAutomate the installation and deployment\nDesign, develop, test and maintain features\nWork with Continuous Integration (CI) systems (Jenkin, Travis CI, etc)\nYou will live a true Agile & Lean culture where employees are empowered at all levels to collaborate and take ownership. At DEK Vietnam, we constantly run the Scrum mentorship and Agile Coaching programs to help build up your career path.', 'Your Skills and Experience Must have:\nA University Qualification or College degree in Software Engineering or related fields\nExperience with Bash script or Python\nFamiliar with Linux environment\nBasic knowledge about Network configuration\nNice to have:\nFamiliar with version control tools (Git, SVN, etc)\nExperienced with Cloud environment', ""Why You'll Love Working Here At DEK Technologies you will find yourself in an exciting career with:\n Attractive, competitive salary and incentives\nOpportunities for short and long-term training/work overseas\nAn excellent working environment in developing tomorrow’s features\nOpen and honest culture where people are valued, treated fairly, trusted and empowered\nTraining and career development opportunities\n40 flexible working hours per week from Monday to Friday\nEnglish classes 3 hours a week with qualified foreign teachers\nExtra 24/7 Health and Accident Insurance\nAnnual health check up\nAnnual company trip\nAnnual family day\nSport clubs\nMusic club\nYoga club\nPiano club""]","121 Le Loi, District 1, Ho Chi Minh See map",DEK Technologies,An Australian outsourcing design company with experience in all aspects of project life cycle,"Outsourcing
301-500
Monday - Friday
Australia
No OT",Sign in to view,1 day ago
"Sr Data Scientist (Java, Python, Scala)","['Top 3 Reasons To Join Us Bonus up to 25% annual salary\nWork on highly scalable system\nChance to learn new technology', 'Job Description We are looking for an exceptional Senior Data Scientist to synthesize and leverage our data to understand our customers and improve our business.\nAs a Senior Data Scientist, you will work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas. You will research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes. Additionally, you will help to manage and provide guidance to Junior Data Scienists in the team.\nResponsibilities\nGiven the available data, perform analysis and identify potential problems that can be taken to improve company business.\nWork with cross-functional team members across different projects.\nDesign and implement Machine Learning solutions to address the project’s problems.\nManage and provide guidance to Junior Data Scientists in the team.', 'Your Skills and Experience Having at least three years working experience in the field\nGetting knowledge of statistical and predictive modeling concepts, machine learning approaches, data mining, clustering and classification techniques, recommendation and optimization algorithms.\nBeing proficient in any of the following programming languages: R, Python, Java, Scala.\nBeing familiar with all popular libraries used in maching learning such as numpy, pandas, scikit-learn, nltk, fasttext.\nBeing familiar with at least one popular deep learning frameworks such as Tensorflow, Pytorch, or  Keras.io.\nBeing familiar with AWS ecosystem (EC2, S3), and Google Cloud (Google Big Query)\nBeing familiar with at least one database systems such as MySQL, MongoDB, AWS Redshift, or AWS Postgres.\nOptional Requirements\nHaving a Master or PhD. Degree in Computer Science, Applied Statistics, Mathematics or a related Quantitative Discipline.\nBeing familiar with Big Data (MapReduce, Spark)\nHaving experience in working with Stream Data\nHaving experience in working with Recommendation Engine, Object Detection, Image Classification, or Text Classification.', ""Why You'll Love Working Here ZALORA is the leading e-commerce company providing fashion throughout South East Asia. ZALORA Engineering has teams in Singapore and Vietnam to serve millions of users in Malaysia, Singapore, Hong Kong, Taiwan, Indonesia, Philippines. This regional diversity presents a lot of interesting challenges that you and your colleagues will face. You will learn a lot by tackling these challenges.\nZALORA's e-commerce platform is built with love by the engineering team. The Ho Chi Minh office, 12 Ton Dan, D4 (ZALORA Group) focuses completely on engineering and sets a high standard for software development in the field of e-commerce. This team creates the tech stack that powers ZALORA's stellar shopping experience. This ranges from the online shop and the mobile apps to ZALORA's complex logistics solutions.\nMacBook will be provided\nOpportunity to gain exposure working in 6 Southeast Asian markets\nPremium Healthcare insurance (support for parents, spouse, and children)\nYearly performance bonus (up to 3 months)\n15 days annual leave\nCompany trip every year and many outing trips\nBudget for your individual training""]","12 Ton Dan, District 4, Ho Chi Minh See map",ZALORA Group,ZALORA Group is Asia Pacific’s leading group of online fashion destinations.,"Product
301-500
Monday - Friday
Singapore
No OT",Sign in to view,1 day ago
Senior Fullstack Engineer (Java/Python),"['Top 3 Reasons To Join Us 13th month salary & Bonus\nPremium Healthcare Plan\nNew Macbook provided', 'Job Description At Zühlke, you are where innovation happens. We focus on teamwork, agile collaboration, and leading technologies to shape the future and challenge the status quo. We like to break down barriers and explore new territory. This is how we innovate.\n\nOur reputation is fundamental to our business, so our culture emphasizes quality, reliability, and respect. We value learning new technologies and skills thus, we invest in a generous local training budget to attend conferences, participate in certified courses, and our annual technical camp is a lot of fun.\nAs a Fullstack Software Engineer based in our Vietnam office, you will:\nCooperate with interdisciplinary regional teams based in Asia and Europe in different projects and experience how technology and team spirit unite to create innovative solutions\nWork closely with clients to develop, test, and ship software that meets their needs and efficiently and competently solve complex software challenges', ""Your Skills and Experience You have a degree in computer science or an equivalent related field (bachelor's/master's).\nYou have at least 5 years of professional working experience in Java/ Python/ Golang/ NodeJs Stack\nYou enjoy building and deployment of Full Stack applications, including practice with automated testing frameworks\nYou have knowledge in the JavaScript ecosystem and use frameworks like ReactJS and Angular\nYou enjoy working in a remote consultancy environment with clients across Asia and Europe\nExperience working in an agile development environment. Ideally, you are a certified Scrum developer or master will be an advantage\nYou are a strong communicator in English and value an open exchange with your team and towards your clients."", ""Why You'll Love Working Here At Zühlke, we encourage a growth mindset and support the success of our employees with continuous training and coaching to further your career, your skills, and your personality. We regularly exchange ideas, give each other feedback, and learn from one another. From this, you'll gather that we communicate openly with each other, assess ourselves honestly and love working in diverse, cross-functional teams to achieve impressive results together.\n\nAdded to this is an attractive benefits package and a shared passion to give our best every day.\n\uf0a7 Permanent labor contracts with 13 month salary\n\uf0a7 Exclusive regional onboarding program\n\uf0a7 Flexible working models between office days and days at home\n\uf0a7 18 days annual leave, child care leave and 30 days sick leave\n\uf0a7 New Macbook, Mouse and Keyboard provided\n\uf0a7 Global profit sharing scheme\n\uf0a7 Private health insurance scheme for you and your family\n\uf0a7 Unique social & team building events locally and abroad""]","2Bis-4-6 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh See map",Zühlke Engineering Ltd,Do work that matters – From Ideation to Implementation and Beyond. Your career with Zühlke.,"Outsourcing
1000+
Monday - Friday
Switzerland
No OT",Sign in to view,1 day ago
Junior Developer (NodeJS/Python/PHP),"['Job Description Maintain current system of Cafe24\nDevelop Cafe24’s plugins by requirements\nDeploy projects to production server\nConsult customer for technical solution, support frontend and backend Cafe24’s plugins\nSupport outsourcing development partners on technical and API documents\nOther tasks required by the company and manager', 'Your Skills and Experience Backend skills: at least 1 years experience on NodeJS or Python, Mysql, MongoDB\nExperience on PHP is a strong point\nExperience on developing ecommerce functions\nExperience on synchronize data from Delivery company to ecommerce site is a strong point\nAbility to use and develop RESTful API\nExperience on HTML5, CSS3, Javascript, jQuery\nExperience on responsive web\nAbility to set up Web Server (Nginx, Apache,...) is a strong point\nCan understand the work of other departments and can communicate smoothly\nPositive thinking\nPortfolio attached\nPrefer:\nHaving experience in PL\nData Analysis and Document writing ability\nExperience in frontend or interested in frontend\nLanguage: English', ""Why You'll Love Working Here Phỏng vấn và làm việc online trong dịch\nLương tháng 13\nHỗ trợ đóng bảo hiểm xã hội/nghỉ phép hàng năm/nghỉ hiếu hỷ/kiểm tra sức khoẻ và các chế độ khác theo quy định\nHỗ trợ ăn trưa (50,000 VND/ 1 ngày)\nHỗ trợ phí giữ xe (100% phí giữ xe máy tại tòa nhà)""]","Diamond plaza, 34 Lê Duẩn, phường Bến Nghé, District 1, Ho Chi Minh See map",Cafe24,CÔNG TY CAFE 24 VIỆT NAM,"Product
51-150
Monday - Friday
Vietnam
No OT",Sign in to view,1 day ago
"Fullstack Developer (.NET, Python)","['Top 3 Reasons To Join Us Private Health Insurance\nPerformance bonus\nRemote working 2 days/week', ""Job Description If you want to join in exciting and challenging projects, MTI Tech AI Lab could be the next destination for your career.\nMTI Technology specializes in creating smart mobile contents and services that transform and transcend customers' lives.\nAI lab focus on providing AI-based solutions to add value to its clients. We are looking for a growth-minded developer to join us to be No.1 Data Science company in Vietnam.\n The Job\nWe are looking for growth-minded candidates with strong system design and experience in full stack development (Middle/Senior Level) (any programming languages/any stacks, some experiences with Python are a plus)\nOur tech stacks include Python – Flask/Django – Linux/Cloud.\nWhat you will do\nBuild AI Projects on AWS in collaboration with Data Scientist\nDeveloping, testing, and deploying web systems for AI solutions\nResearching new technology & sharing your deep technical knowledge\nPlanning and suggesting new apps and services for domains in Healthcare, Sales Analytics, Image Processing, etc."", 'Your Skills and Experience Who we are looking for:\nRequirements:\n1)   Technical Requirements:\nHave a passion for system design and web service development\nHave at least 3-year experience in software development\nBe proficient in some programming languages (preferably Python, but any other languages are also welcomed if you’re willing to learn Python) and web frameworks\nHave some experiences with Python (if Python is not dominant programming language)\nExperience in performance optimization & high scalability in web application\nStrong knowledge about clean coding, OOP, Dependency Injection, Design Patterns, Programming principles, Unit tests\nPractical knowledge of frontend development HTML/CSS/JavaScript, jQuery\nPractical knowledge of Cloud service (AWS or Microsoft Azure or GCP)\nPractical knowledge of Linux (can learn on the job)\nBe familiar with CI/CD\nComfortable with Agile methodology and have an Agile mindset\nPractical knowledge of security for web application\nEager to learn new technologies and development processes\n2)   Soft skill and language requirements:\nBe proficient in English (verbal & written) to work in an international environment\nBe a team player\nNice to have:\nHaving experience to work with Data Scientist is a big plus\nHaving experience in AI projects is a plus\nFamiliarity in one of these domains: Healthcare, Sales Analytics, Image Processing, etc.\nYour Profile:\nYou are a logical thinker who loves to solve challenging problems (both technical and teamwork) \nYou are keen to learn whatever programming languages and development processes necessary to improve     \nYou perform continuous improvement of yourself, the quality of code and the quality of teamwork\nYou believe in growing by working with other people in the team           \nYou believe in ‘try fast and fail fast’ to optimize code       \nYou love to deliver joyful user experiences', ""Why You'll Love Working Here At MTI Technology Vietnam, we believe in making our employees stayed happy and beneficial from our talent developing culture and our perks. We offer you a dynamic and international workplace where you solve the big questions for our million-user products and be part of MTI Community. This is the place where you will develop your talent and meet with many other talented colleagues to share your big ideas, receive feedbacks and improve. Let's work smart and play hard with many enjoyable activities at MTI Technology Vietnam!\nOUR PERKS!\n05 working days/week (From Monday to Friday), applying flexible working hours\n2 days of remotely WFH per week (based on team's decision)\nLunch + Gasoline + Coffee Allowance \nHealth, Social and Unemployment Insurance (based on gross-based salary, according to Labor Code) and PVI Health Insurance\n13th-month salary and Performance bonus\nAnnual salary review\n12 days annual leave plus extra 02 days company leave\nCompany trips, sponsored team building, monthly Happy Hour, Sport Clubs (Soccer, Badminton, Pingpong, Yoga) and other joyful events;\nA culture of relentless learning with free courses in specialized skills, soft skills, and English;\nYearly health-checkup;\nSeniority benefits: allowance & PVI Health Insurances for family members\nTechnical-certificate bonus\nJapanese-certificate bonus\nEmployee Referral Incentive""]","20 Cong Hoa Garden, Cong Hoa, Tan Binh, Ho Chi Minh See map",MTI TECHNOLOGY,"MTI TECHNOLOGY Co., Ltd","Product
151-300
Monday - Friday
Japan
No OT",Sign in to view,1 day ago
"Machine Learning Engineer (Python, Sql,.","['Top 3 Reasons To Join Us Attractive salary + benefits\nFree lunch\nFlexible working from home', 'Job Description We are seeking talent with a strong background in machine learning and computer science (or related engineering fields) who has demonstrated practical experience to conduct research & development to help us create leading financial products. Your primary focus will be in (1) contributing to our leading R&D in Machine Learning and AI in finance, and (2) applying data mining techniques, doing statistical analysis, and building high-quality prediction systems integrated with our products in finance.\nResponsibilities for Machine Learning Engineer position:\nCollaborate with Business owners to define and design a roadmap for financial products\nCollecting, cleaning, and preparing data at a large scale for modeling, building, tuning, and evaluating Predictive modeling using state-of-the-art methods\nConstantly monitoring and evaluating model production, identify data anomalies that could affect model performance in production\nEnhancing data collection to integrate information that is relevant to products\nDoing thorough analysis, explore and visualize data to gain an understanding of it, presenting insight of data in a clear manner', 'Your Skills and Experience BS/MS degree in a quantitative field (e.g., Computer Science, Information Technology, Applied Math, etc.), ideally, with experience, some academic training in Machine Learning or using Machine Learning techniques and algorithms\nGood data engineering skills, such as data wrangling, feature engineering, sampling model building, model tuning, evaluation, and a solid foundation in probability and statistics are a plus.\nExperience with Hadoop and Big Data-related technologies such as Map Reduce, Spark, Hive, HBase, Cassandra ...\nExperience with common data science programming languages/frameworks, such as Python, Scala, R, SQL ...\nGreat communication skills, strong problem-solving capabilities, and a desire to learn\nData-oriented, production-oriented personality, strong product ownership. You keep a high bar for product quality\nExcellent team player with the ability to maintain strong internal and external relationships', ""Why You'll Love Working Here Competitive starting salary.\n13th salary, and bonuses depend on company profits, project reward.\nFree lunch and happy Friday.\nCompany-provided Apple computers.\nFlexible working hours and working from home.\nTeambuilding and company trip at 5-star resort.""]","Phòng 302, tầng 3, tòa nhà văn phòng HITC, số 239 Xuân Thủy - Phường Dịch Vọng Hậu, Cau Giay, Ha Noi See map",CIC DATA,Software Engineer,"Product
1-50
Monday - Friday
Vietnam
No OT",Sign in to view,1 day ago
"Backend Cloud Dev (C#, Python/ TecRMI)","['Top 3 Reasons To Join Us International company\nWork with European &Asia Team\nNo overtime working', 'Job Description Main responsibilities\nImplementation of software applications\nEnsure economical operation of developed software and applications as well performing automated test scenarios\nMain tasks\nDesign and Implementation of software functions following the agreed design patterns in an agile environment\nTechnical responsibility for specific areas of software solutions\nImplementation of unit tests\nCreation and maintenance of technical specifications and documentation for the developed software\nPerformance of code reviews as part of the development process\nContribution to the continuous improvement of the software architecture and CI/CD environment\nContact for 2nd level support for products developed within the Team\nEventually supervision of trainees in software development', 'Your Skills and Experience Technical expertise\n3+ years of experience in professional software development\nSuccessfully completed vocational training or studies in the software development field or equivalent practical experience\nExperience in (most of) the following technology stack:\nAWS serverless stack e.g. AppSync, Cognito, Dynamo DB, Eventbridge, AWS Lambda, Amplify\nC#, Python, NodeJS\nExperience with modern design patterns like e.g.:\nEvent sourcing\nBackend for frontend\nMethodological and personal skills\nAnalytical mind with problem-solving attitude\nFocused on quality\nCan do mentality\nAbility to work independently\nDesire to continuously improve the software product\nDecision-making capability\nGood teamworking and communication skills\nIntercultural sensitivity\nAbility to cope with pressure\nWilling to learn and extend capabilities\nLanguage skills\nEnglish: fluent', ""Why You'll Love Working Here Why TecAlliance? \nA real global team which works agile\n35 languages\n7.5 million articles from 700+ brands\n4 million repair instructions\nWork directly with software development colleagues across Europe and Asia\nCulture of active support to learn and grow\nCentral office location in Ho Chi Minh City, freshly renovated and well equipped with laptops, dual screen, headset, etc.\nCompetitive salary with regular reviews, growth paths\nFlexibility on work times\nOnboarding and training process to get part of the global team\nAfter work events\nTop modern technology stacks (cloud first in AWS)\nWe offer \nPrivate health insurance\nAnnual personal review meeting\nCareer and growth paths\nTrainings inhouse & external\nFull-payment for Social Insurance package based on your official salary\nChance to work onshore in Germany\nFull 13th salary\n15 vacation days\nHigh performance laptops, two screens, headset, video camera, external keyboard and mouse""]","Bitexco Nam Long, 63A Vo Van Tan street, ward 6, District 3, Ho Chi Minh See map",TECALLIANCE VIETNAM,Driving the Digital Aftermarket,"Outsourcing
1-50
Monday - Friday
Germany
No OT",Sign in to view,1 day ago
"Junior DevOps Engineer (Python, Linux)","['Top 3 Reasons To Join Us Product company with global reputation in security\nCompetitive compensation package & salary reviews\nFull social insurance & extra health-care program', 'Job Description Manage and improve the CI/CD infrastructure to support unified automated builds, test and delivery of software products\nDrive the CI/CD process, adaption/execution across teams\nImplement tools and best practices for release, environment, and configuration management to improve build success rates\nDeploy product releases on different environments\nMonitor servers for uptime and functionality\nMaintenance and upgrades on all environments\nImprove deployment workflows for different products\nTroubleshooting system and network problems, including diagnosing and solving systematic faults on on-premise and cloud environments\nAutomate common tasks\nWriting operational documentation and keeping it up to date', 'Your Skills and Experience What We Need From You\nStrong in Linux knowledge\nAbility to self-learn and quickly adapt new technologies\nFoundation OS knowledge and networking skills (Windows, Linux)\nAbility to do scripting, at least one of: Python, Shell script, Powershell\nFamiliar with Jira, Git\nExperience in Agile methodologies, CI/CD, automation tools, monitoring and testing frameworks\nIt Would Be Nice If You Had\n1 year+ experience in DevOps position\nExperience in CI tools: TeamCity, Jenkins, etc.\nGood knowledge in AWS and cloud technologies\nGood verbal and written communication skills in English', ""Why You'll Love Working Here Meaningful work with passionate colleagues\nInternational working environment in global leading cyber security product company\nAttractive compensation, regular assessments, and salary reviews\n13-month bonus & performance bonus\n10% salary, full insurances on probationary period\nExtra-health care program (PVI) for employee and family members\n15 to 20+ paid day off per year\nRecognition best employees awards quarterly, yearly and special President Club award every year\nStock options for employees\nAttractive benefits for team activities (team building, team outing, sport, trade union activities)\nNice open office on the top of a building in District 3 with full of accessories for active recreation, sport, fruits, coffee, and tea.""]","436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh See map",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"Product
151-300
Monday - Friday
United States
No OT",Sign in to view,2 days ago
Backend Dev (Python/Ruby/Any language),"['Top 3 Reasons To Join Us Opportunity for regional scale (South East Asia)\nEnrich your skills and develop your potential\nEnjoy motivating working conditions', ""Job Description Onpoint is the largest E-commerce enabler in Vietnam, providing end-to-end services, helping brands to accelerate and become more successful online in Vietnam and SEA region. Onpoint's mission is to make E-commerce easy for brands, to create sustainable values for businesses, consumers, and partners.\nIt's a privilege for us to serve top tier clients. Our integrated capabilities encompass all aspects of the E-commerce value chain covering store commercial and operations, digital marketing, customer services, warehousing and fulfillment. We help brand execute their E-com strategies by selling their goods directly to customers online or by providing services to assist with their E-com operations. Our business ranges from largest online shopping platforms as well as social shopping channels.\nSince day one, we have dedicated ourselves to the needs of our brand partners. We work closely to ensure our direction and thought processes are tightly aligned with their needs\nJoin us, make a difference, and create value for life! We are looking for Bạckend Developer\nFollow for the latest news and career opportunities!\nReporting to the Chief Technology Officer you will be responsible for:\nWork closely with the Technical Manager, Product Manager, and Product Designer to build a next-generation web application.\nDesign and develop new features for the platform/system.\nEvaluate and clarify product requirements. Participate in reviewing product design.\nMaintain quality standards of excellence and ensure compliance with standards and best practices.\nMentor junior team members.\nBuild efficient and reusable code and systems.\nIdentify and address performance bottlenecks.\nParticipate in architecture design and code reviews.\nCommunicate with other team members to determine the best solutions to difficult problems.\nPassion for performance debugging and benchmarking."", 'Your Skills and Experience Bachelor’s degree in computer science, information systems or a related field.\nHaving 1 - 3+ years of experience in web development.\nExperience with multiple programming languages( Elixir, Python, Ruby, Golang,)\nExperience with Redis, Elasticsearch has knowledge about Caching is a plus.\nExperience with web API technologies: RESTful, Authentication, Authorization, and multi-devices session.\nExperience with Postgresql other (Mysql, NoSQL,...) is a plus.\nExperience with version control (Git)\nExperience with frontend work: HTML/CSS, bootstrap, SASS,...', ""Why You'll Love Working Here An opportunity to learn at a company that is growing for regional scale (South East Asia)\nWorking in a young, super talented and supportive team environment\nAttractive salary (Up to 2500 USD)\nCompany trip, team building\nPTI Insurance\nMacbook Pro for Developer""]","Floor 4, AB Building, 27B Nguyen Dinh Chieu,, District 1, Ho Chi Minh See map",Onpoint,"E-commerce solution partner, help brands & retailers become more successful in Vietnam & SEA region","Product
51-150
Monday - Friday
Vietnam
Extra days off for OT",Sign in to view,2 days ago
"Data Engineer (Python, AWS) All levels","['Top 3 Reasons To Join Us Opportunity for regional scale (South East Asia)\nEnrich your skills and develop your potential\nEnjoy motivating working conditions', 'Job Description We are looking for Data Engineer\nReporting to the Chief Technology Officer you will be responsible for:\nDesign and implement data models, data-marts, and datasets on a Hadoop-based data warehouse and data hub\nInterface directly with business and systems subject matter experts to understand analytic needs and determine logical data model requirements\nDevelop and implement ETL processes across Hadoop, BI systems, and databases\nWork closely with data architects to identify common data requirements and develop shared solutions\nDevelop close collaboration with senior analysts and data owners across multiple business domains\nMaintain data modeling standards and ETL best practices\nSupport data model and ETL solutions in production', 'Your Skills and Experience In order to succeed in the role, you should ideally have:\nHave a B.A./B.S. and 3-5 years of relevant work experience; or an equivalent in education and experience\nHands-on experience with AWS Stacks, SQL, etc.\nPossess strong analytical skills with the ability to analyze raw data, draw conclusions, and develop actionable recommendations\nProven track record of excellence and consistently delivered the past project successfully\nHands-on experience with AWS, Azure, GCP\nExperience with Python or Scala.\nUnderstanding of continuous integration and continuous deployment on AWS\nExperience with a large scale data lake or warehouse implementation on any of the public cloud (AWS, Azure, GCP)\nStrong background in preparing data for analysis and reporting: creating analytical datasets and working with others to define simple to use data models (i.e. star schema)\nExperience with analytical tools for data discovery & modeling, visualization, and analysis', ""Why You'll Love Working Here An opportunity to learn at a company that is growing for regional scale (South East Asia)\nWorking in a young, super talented and supportive team environment\nAttractive salary (Up to 2500 USD)\nCompany trip, team building\nPTI Insurance\nMacbook Pro for Developer""]","Floor 4, AB Building, 27B Nguyen Dinh Chieu,, District 1, Ho Chi Minh See map",Onpoint,"E-commerce solution partner, help brands & retailers become more successful in Vietnam & SEA region","Product
51-150
Monday - Friday
Vietnam
Extra days off for OT",Sign in to view,2 days ago
Python Developer,"['Top 3 Reasons To Join Us Committed 13th-mth bonus + attractive yearly bonus\nPremium Healthcare for you and 2 family members\n16++ days of paid leave per year', 'Job Description Gain understanding of customer’s needs through direct communication\nImplement new requirement from customer\nEnsure code quality follow company standard\nTest and deploy to production system\nDevOps automation using Python', 'Your Skills and Experience Python, Django, FASTAPI\nPostgresDB & Mongo DB knowledge\nJenkins – Continues Integration and Deployment, Docker, docker-compose and docker stack,\nLinux (RHEL, Ubuntu)', ""Why You'll Love Working Here Why BOSCH?\nBecause we don't just follow trends, we create them.\nBecause together we turn ideas into reality, working every day to make the world of tomorrow a better place. Do you have high standards when it comes to your job? So do we. At Bosch, you will discover more than just work.\nBenefits and Career Opportunities\nWorking in one of the Best Places to Work in Vietnam\nJoin a dynamic and fast growing global company (English-speaking environment)\n13th-month salary bonus + attractive performance bonus (you'll love it!) + annual performance appraisal\n100% monthly basic salary and mandatory social insurances in 2-month probation\nOnsite opportunities: short-term and long-term assignments\n15++ days of annual leave + 1 day of birthday leave\nPremium health insurance for employee and 02 family members\nFlexible working time\nLunch and parking allowance\nVarious training on hot-trend technologies/ foreign language (English/Chinese/Japanese) and soft-skills\nFitness & sport activities: football, badminton, yoga, Aerobic\nFree in-house entertainment facilities and snack\nJoin in various team building, company trip, year-end party, tech talks and a lot of charity events""]","364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh See map",Robert Bosch Engineering And Business Solutions,The Bosch Group is a leading global supplier of technology and services,"Product
1-50
Monday - Friday
Germany
No OT",Sign in to view,2 days ago
